Index,Employed,Bank Balance,Annual Salary,Defaulted,Bank Balance/Annual Salary
2097,0,27142.2,240362.04,1,0.1129221569262767
2098,1,14659.2,490383.72,0,0.029893325169930197
2099,1,12688.32,541189.08,0,0.023445262421037765
2100,0,3507.6,207854.76,0,0.01687524500280869
2101,0,11280.96,222978.96,0,0.05059203792142541
2102,1,4418.4,385292.16,0,0.011467661319659346
2103,1,8440.68,461032.92,0,0.018308193696883947
2104,1,12218.64,478719.6,0,0.025523584160748798
2105,1,2882.76,300508.8,0,0.009592930390058462
2106,0,5359.56,219717.48,0,0.024392961361107912
2107,1,15333.48,427441.92,0,0.03587266312110895
2108,1,6234.96,366562.32,0,0.017009276894580982
2109,1,11202.24,484541.04,0,0.023119280051076788
2110,0,12894.96,222892.2,0,0.05785289929391876
2111,0,20373.0,228252.84,0,0.08925628263814812
2112,1,14887.92,553778.4,0,0.026884255507257055
2113,1,6882.96,653135.04,0,0.010538341351277064
2114,1,5832.72,657532.68,0,0.00887061613424294
2115,1,5464.2,496548.0,0,0.011004374199473163
2116,1,13325.28,471738.36,0,0.028247183459916215
2117,1,14700.84,589084.44,0,0.024955403676932972
2118,1,3435.12,346059.84,0,0.009926375738947344
2119,1,17335.56,484374.72,0,0.0357895639144834
2120,1,12372.48,458388.6,0,0.026991247164523724
2121,0,4584.0,239420.64,0,0.019146218972599854
2122,1,16047.72,498354.6,0,0.03220140839474543
2123,1,5566.8,475521.24,0,0.011706732595162311
2124,1,11385.36,289137.48,0,0.03937697734655501
2125,1,7518.24,590484.0,0,0.012732334830410308
2126,1,4200.84,544257.0,0,0.007718485935872208
2127,0,17915.52,132648.84,1,0.13505975627076724
2128,1,10171.68,398392.56,0,0.025531802099918736
2129,1,2903.28,574116.96,0,0.00505694867470907
2130,1,7398.48,383102.16,0,0.019312028937659865
2131,1,8800.92,440698.68,0,0.01997037976151869
2132,1,13211.64,602847.12,0,0.02191540701065305
2133,1,7987.56,661120.56,0,0.012081850850319948
2134,1,2099.28,660532.44,0,0.0031781633616662346
2135,1,1490.76,615186.6,0,0.0024232647460136485
2136,1,4134.6,461564.28,0,0.008957798900729494
2137,1,11459.4,515563.92,0,0.02222692387007997
2138,1,19551.96,538939.68,0,0.036278568317701154
2139,1,10956.48,382099.56,0,0.028674411454438734
2140,1,15682.08,588440.88,0,0.02665022185406289
2141,0,27706.68,229323.24,0,0.12081932908326257
2142,1,12509.04,698817.24,0,0.01790030251686407
2143,1,15178.56,532308.72,0,0.028514580786878713
2144,0,16183.8,261472.56,0,0.06189483133526516
2145,1,15082.68,277200.12,0,0.05441079895636409
2146,1,12559.56,548611.56,0,0.022893356457891624
2147,1,0.0,270426.12,0,0.0
2148,1,5191.92,275843.16,0,0.018822000154000557
2149,1,6757.8,516343.2,0,0.013087806714603776
2150,1,8653.08,496933.68,0,0.017412947337358983
2151,1,8899.08,292719.84,0,0.030401355781008898
2152,1,12855.72,234348.48,0,0.054857279210857264
2153,0,19075.68,270502.68,0,0.07051937526090314
2154,1,14335.2,458670.12,0,0.03125383445514175
2155,1,3235.08,463804.2,0,0.0069750985437389305
2156,0,5467.2,246589.56,0,0.022171254938773564
2157,0,9546.48,123092.04,0,0.0775556242304539
2158,1,7144.44,377025.84,0,0.018949470412956308
2159,0,6477.96,157436.28,0,0.04114655148101823
2160,1,15872.64,278758.92,1,0.05694038418573296
2161,1,15207.6,441418.08,0,0.03445169259945129
2162,1,13104.0,416454.12,0,0.03146565100616606
2163,0,11421.48,172255.56,0,0.06630543594645072
2164,0,6714.0,203934.96,0,0.032922261097361634
2165,0,14665.68,108961.8,0,0.13459469281895123
2166,0,12313.2,251896.8,0,0.04888192307325858
2167,1,13687.08,301400.04,0,0.04541167280535199
2168,1,6677.28,476485.32,0,0.014013611164348147
2169,0,3679.32,138142.56,0,0.02663422481818782
2170,1,15255.0,510399.24,0,0.029888367388634828
2171,1,3996.84,738105.12,0,0.005415001050256907
2172,1,14094.24,287306.52,0,0.04905645719421891
2173,1,5687.52,421596.84,0,0.013490423694826555
2174,0,20699.52,266048.28,1,0.0778036227108854
2175,0,12681.24,170335.92,0,0.07444841933515843
2176,1,10100.76,456279.96,0,0.02213719839898294
2177,1,7090.56,635731.68,0,0.011153384710983727
2178,0,12848.04,231754.08,0,0.055438247300759504
2179,1,10979.64,634455.84,0,0.017305601600262677
2180,1,13566.12,420860.04,0,0.03223427912044109
2181,1,20483.52,260865.6,1,0.07852135352457357
2182,1,10071.96,526908.0,0,0.019115215559452503
2183,0,3971.28,255267.72,0,0.015557313709700546
2184,0,9151.08,296857.44,0,0.030826513898388398
2185,1,11841.84,388633.92,0,0.030470423168415153
2186,1,10992.84,506421.84,0,0.021706883731554705
2187,1,15164.16,308345.76,0,0.04917907740972342
2188,1,0.0,505418.4,0,0.0
2189,1,5292.12,572485.56,0,0.00924411089076203
2190,1,4188.6,560376.36,0,0.007474619379018773
2191,1,5087.88,455757.48,0,0.011163568834898772
2192,0,15540.36,260609.64,0,0.059630794931453804
2193,1,8180.64,373843.68,0,0.021882515173186828
2194,1,13836.24,247035.36,0,0.05600914784021203
2195,1,17644.08,313640.88,0,0.05625567687477475
2196,0,12490.44,146124.48,0,0.08547808005886488
2197,1,12087.24,338943.84,0,0.03566148303506563
2198,1,8005.68,538356.84,0,0.014870582864703642
2199,0,7616.16,204284.16,0,0.03728218575537134
2200,1,3584.4,475195.92,0,0.007542994056009572
2201,1,10913.76,580301.28,0,0.018807058292202975
2202,0,20850.48,251688.36,1,0.08284244849463837
2203,1,2439.12,558217.56,0,0.0043694791686596166
2204,0,0.0,237004.8,0,0.0
2205,0,22676.16,177082.8,0,0.12805399508026755
2206,1,18701.52,499779.96,1,0.03741950757689444
2207,1,14423.16,544591.32,0,0.02648437364003525
2208,1,12619.2,570350.64,0,0.02212533679281924
2209,1,7698.36,220208.76,0,0.034959372188463345
2210,1,10606.92,500017.32,0,0.021213105178036634
2211,0,11445.72,218900.88,0,0.052287226986022166
2212,0,14026.8,179650.44,0,0.0780782947150032
2213,1,5175.96,702622.68,0,0.00736662813104752
2214,0,15503.04,214920.72,0,0.07213376169594073
2215,0,4024.32,61425.0,0,0.06551599511599512
2216,1,369.84,431527.32,0,0.0008570488654113486
2217,0,13430.88,182569.44,0,0.07356587170339132
2218,0,21744.96,215547.24,1,0.10088257219159939
2219,1,4628.28,535809.36,0,0.008637923010527475
2220,0,7818.6,212916.84,0,0.036721379107448715
2221,1,20610.0,465492.72,0,0.04427566557861528
2222,0,14178.12,141417.6,0,0.10025711085466024
2223,1,8943.36,416455.44,0,0.021474950597355626
2224,0,17439.72,182204.76,0,0.09571495278169462
2225,0,15997.2,352367.64,0,0.04539917456665431
2226,0,6862.68,187593.24,0,0.03658276812106876
2227,1,5935.8,484532.04,0,0.012250583057417629
2228,1,1962.96,698649.36,0,0.0028096497504842776
2229,0,16457.64,290982.6,0,0.056558845786655286
2230,1,13550.4,488263.68,0,0.027752217818044544
2231,1,0.0,643958.04,0,0.0
2232,1,1018.32,645125.64,0,0.0015784832238259822
2233,1,8177.4,586710.24,0,0.013937714807909266
2234,0,16397.76,135225.24,0,0.12126256902927293
2235,1,985.08,328291.2,0,0.0030006287101207708
2236,1,7236.0,406660.92,0,0.017793694068267
2237,1,2115.84,657584.4,0,0.003217594577973565
2238,0,8565.6,248122.92,0,0.034521599213809026
2239,1,1652.64,536967.96,0,0.0030777255313333782
2240,1,1919.64,366813.6,0,0.005233284698277273
2241,0,23483.04,186892.68,1,0.1256498649385305
2242,1,2202.96,613791.36,0,0.0035891023294951563
2243,1,11704.08,609012.48,0,0.019218128337862635
2244,1,0.0,530603.16,0,0.0
2245,1,5091.48,428108.88,0,0.01189295582936752
2246,1,17732.04,504141.72,0,0.035172728811255695
2247,0,14536.32,170236.68,0,0.08538888328884234
2248,1,10842.6,563658.72,0,0.01923610797682683
2249,0,12914.76,217160.4,0,0.059471063785109995
2250,1,11864.04,341836.08,0,0.03470681035190902
2251,1,15733.08,393575.88,0,0.03997470576703024
2252,1,0.0,480680.28,0,0.0
2253,1,3471.96,546710.16,0,0.0063506410782634805
2254,1,270.48,714435.36,0,0.0003785926833184741
2255,0,3451.32,293282.76,0,0.011767892528016308
2256,1,309.96,272641.08,0,0.0011368792993337613
2257,0,8709.48,278435.52,0,0.031280060819826434
2258,0,13644.36,301413.12,0,0.0452679697552648
2259,1,16021.44,361381.8,0,0.044333831974936205
2260,1,14324.16,412330.92,0,0.03473947575893654
2261,0,0.0,217953.24,0,0.0
2262,1,12572.64,542181.0,0,0.023189008836532448
2263,1,0.0,579262.44,0,0.0
2264,1,3927.84,357796.56,0,0.01097785847913127
2265,1,9260.16,466250.88,0,0.019860895490427813
2266,0,10484.16,211868.52,0,0.04948427449250129
2267,1,11698.92,441157.8,0,0.02651867427029512
2268,1,3717.84,337675.56,0,0.011010095015463956
2269,1,3442.2,220825.92,0,0.015587844035700155
2270,1,6118.2,592145.16,0,0.010332263798288919
2271,0,10084.08,253168.44,0,0.03983150506437532
2272,1,2684.28,282159.6,0,0.00951333925905764
2273,1,16886.64,273682.2,0,0.06170163788510907
2274,1,14147.76,546542.04,0,0.025885950145756398
2275,1,15581.76,469719.48,0,0.03317247988097066
2276,1,7528.2,451397.64,0,0.016677535132881952
2277,1,10886.04,331578.84,0,0.03283092491668045
2278,1,10465.8,486292.08,0,0.02152163366510102
2279,1,7443.84,630441.36,0,0.011807347157553242
2280,1,4563.96,370680.84,0,0.012312370933442365
2281,1,12878.04,620027.52,0,0.020770110333167148
2282,1,10598.76,387729.0,0,0.02733548432023398
2283,0,18698.64,88377.96,0,0.21157582727639332
2284,1,24284.76,385135.56,1,0.06305509675606168
2285,0,9647.52,158074.44,0,0.06103149883055097
2286,1,12722.4,334441.92,0,0.03804068580876464
2287,1,10438.2,403069.68,0,0.025896763060917906
2288,0,15677.76,167817.48,0,0.09342149578220338
2289,1,19174.8,438296.64,0,0.04374845310244678
2290,1,16223.52,523560.48,0,0.03098690718596637
2291,1,0.0,353704.56,0,0.0
2292,1,5311.08,467368.2,0,0.01136380267206883
2293,0,11558.4,191256.84,0,0.060433917030104645
2294,1,12765.6,493888.32,0,0.025847138883543553
2295,1,2572.92,513105.72,0,0.005014405218480122
2296,1,15102.96,402853.68,0,0.037489939275222706
2297,1,6079.56,588826.44,0,0.010324876036476896
2298,1,460.92,464425.2,0,0.0009924526059309443
2299,1,14850.6,448645.8,0,0.033100945110820165
2300,1,0.0,569250.12,0,0.0
2301,1,6668.04,559016.76,0,0.011928157574381133
2302,1,8975.28,528365.52,0,0.016986876812097807
2303,0,12007.44,206683.68,0,0.05809573353832291
2304,1,9284.04,485132.88,0,0.01913710734263157
2305,1,8937.24,420811.68,0,0.021238098714370286
2306,1,11437.44,615085.68,0,0.018594872831375297
2307,1,11980.56,453802.08,0,0.02640040786062505
2308,0,13187.52,252311.16,0,0.0522668914050413
2309,1,6260.28,584401.8,0,0.010712287333817246
2310,1,992.76,331526.64,0,0.002994510486397111
2311,1,2629.44,377886.36,0,0.006958282378861201
2312,1,3316.56,464662.44,0,0.007137568511024907
2313,0,14164.32,288759.72,0,0.04905227086381716
2314,1,7451.04,469191.72,0,0.01588058715102645
2315,1,4978.32,456369.84,0,0.010908521036359456
2316,1,16678.68,584276.76,0,0.028545855563380615
2317,0,8436.12,256943.16,0,0.03283263115468807
2318,1,5922.6,626903.04,0,0.009447393970206303
2319,0,16216.92,168041.76,0,0.0965052972546824
2320,0,5541.36,211317.96,0,0.026222853940100502
2321,1,1717.2,538162.8,0,0.0031908560011951774
2322,1,15360.0,363292.08,0,0.04228002988669612
2323,0,21176.16,215948.76,0,0.09806104003560845
2324,1,19781.64,666579.0,1,0.029676362441661077
2325,1,0.0,448908.0,0,0.0
2326,1,7327.2,271620.84,0,0.026975838820025737
2327,1,4261.8,667611.96,0,0.0063836483696307665
2328,0,5670.12,238846.68,0,0.023739580554353948
2329,1,9432.12,632327.28,0,0.014916516016832297
2330,1,9272.76,565935.36,0,0.016384839427598233
2331,1,9015.6,300163.32,0,0.03003564859290602
2332,1,17204.52,513582.84,0,0.03349901643910065
2333,1,12444.12,439473.48,0,0.028315974834249386
2334,0,21925.56,235392.12,0,0.09314483424508858
2335,1,9174.12,454430.52,0,0.020188168699584702
2336,1,7074.48,338853.84,0,0.020877673984748112
2337,1,9049.56,496101.6,0,0.018241344111770655
2338,1,10943.16,494991.36,0,0.02210777982064172
2339,1,3743.04,476333.76,0,0.007858019553348475
2340,0,11199.48,248335.08,0,0.045098259980023765
2341,1,16493.64,429668.52,1,0.038386894157384395
2342,0,3867.72,120673.32,0,0.032051160935988164
2343,0,8446.08,231816.72,0,0.03643430033864684
2344,0,6416.28,224754.84,0,0.02854790579815767
2345,1,0.0,319517.88,0,0.0
2346,1,9246.24,534114.96,0,0.017311329381225347
2347,1,12188.76,381851.28,0,0.03192017583390057
2348,1,5053.8,739864.2,0,0.006830712987599617
2349,1,13501.08,402768.96,0,0.03352065660670574
2350,1,10288.56,345062.16,0,0.029816540880634377
2351,1,4367.28,553866.48,0,0.00788507728433033
2352,1,13893.36,386637.96,0,0.03593377122101513
2353,1,11919.6,342022.32,0,0.03485035713458701
2354,0,4841.52,184006.56,0,0.026311670627395027
2355,0,25619.16,243970.32,1,0.10500933064317003
2356,0,14819.28,323029.44,0,0.04587594245279935
2357,0,9661.2,266088.36,0,0.0363082398643819
2358,1,0.0,503197.2,0,0.0
2359,0,1890.12,294074.28,0,0.006427355700743362
2360,1,3094.8,473724.36,0,0.00653291293696613
2361,1,12683.04,636967.08,0,0.01991160987472069
2362,1,0.0,579490.2,0,0.0
2363,0,20763.48,233360.16,0,0.08897611314630569
2364,1,8334.0,169810.92,0,0.04907811582435334
2365,1,18561.12,395143.68,0,0.046973090902023285
2366,1,5144.04,546849.48,0,0.009406683535659575
2367,0,21174.36,217782.24,0,0.09722721191590279
2368,0,14183.76,206680.44,0,0.06862652314848952
2369,1,11317.56,362144.76,0,0.0312514807614502
2370,1,0.0,494818.68,0,0.0
2371,1,13046.28,659535.48,0,0.019781013145797707
2372,1,177.84,387843.24,0,0.00045853577337070514
2373,1,0.0,566484.6,0,0.0
2374,1,10032.12,482147.16,0,0.02080717430752885
2375,1,17934.24,507364.92,0,0.03534781237930285
2376,0,15822.36,189853.8,0,0.08333970665849197
2377,1,5173.56,453273.6,0,0.011413768637749917
2378,1,16025.64,550168.56,0,0.029128600151197295
2379,1,13697.28,334972.8,0,0.040890723067664
2380,1,9541.44,464524.56,0,0.020540227194876415
2381,1,12065.28,487384.08,0,0.024755178708340247
2382,1,5774.88,588129.12,0,0.009819068302552338
2383,1,5128.08,327128.88,0,0.015676023468181713
2384,0,13891.08,215962.8,0,0.06432163317015709
2385,1,10682.52,523722.96,0,0.020397272634371424
2386,0,15855.96,243626.64,0,0.06508303032870297
2387,1,14015.28,687072.12,0,0.020398557286824562
2388,0,14366.04,130009.32,0,0.1105000779944084
2389,0,11074.68,275866.08,0,0.040145131289791046
2390,1,10016.52,342641.64,0,0.02923322454328668
2391,0,15175.08,175789.92,0,0.08632508621654757
2392,1,19244.04,309627.6,0,0.06215221123698276
2393,1,10059.36,660987.84,0,0.015218676337525364
2394,0,10208.16,255019.68,0,0.04002891070994991
2395,0,18099.72,211743.72,0,0.08547937100566666
2396,1,15269.76,414846.84,0,0.036808186847946095
2397,1,11782.08,283643.76,0,0.04153830142429363
2398,1,5852.4,557760.48,0,0.010492675995975908
2399,1,12557.04,571179.72,0,0.02198439398373598
2400,1,18407.04,514663.68,0,0.03576518164250487
2401,1,8519.4,447631.44,0,0.019032175219863914
2402,0,19320.24,235793.76,0,0.0819370283590202
2403,0,7748.28,170533.8,0,0.04543545033301316
2404,1,4532.52,560751.96,0,0.008082932068574493
2405,1,11939.88,471791.52,0,0.025307534141351246
2406,1,14888.04,687645.48,0,0.02165074945304665
2407,1,8839.08,444377.76,0,0.0198909144328015
2408,1,14414.76,557737.8,0,0.02584504761915007
2409,0,7768.44,202773.48,0,0.03831092705022372
2410,1,13934.88,624773.64,0,0.022303885932191375
2411,0,18262.92,256449.48,0,0.07121449417639684
2412,1,9666.24,520604.52,0,0.01856733783256434
2413,1,13864.8,414474.72,0,0.033451497355496136
2414,1,7357.32,463585.56,0,0.015870468441683126
2415,1,7487.52,554259.48,0,0.013509051753160813
2416,1,12010.8,557629.2,0,0.02153904422508721
2417,0,9693.0,225124.2,0,0.04305623295940641
2418,1,13872.48,459546.84,0,0.030187303648959916
2419,1,7647.36,394628.4,0,0.019378635698799173
2420,0,14900.28,241260.84,0,0.06176004361089019
2421,1,8894.28,373248.0,0,0.023829411008230453
2422,1,14037.96,472636.44,0,0.029701391623548956
2423,1,0.0,429861.48,0,0.0
2424,1,13059.6,404080.32,0,0.032319317110024066
2425,0,0.0,266255.64,0,0.0
2426,1,7307.4,317560.44,0,0.023011052636153294
2427,0,5175.6,187275.0,0,0.02763636363636364
2428,1,6151.8,475580.4,0,0.012935352255896164
2429,0,14899.44,144703.2,0,0.10296551838521885
2430,1,0.0,636699.12,0,0.0
2431,1,6737.16,454619.52,0,0.014819337277906589
2432,1,2942.88,421586.64,0,0.0069804868579326895
2433,1,12972.72,409659.84,0,0.031667053328927726
2434,1,5907.96,507806.88,0,0.011634265372694439
2435,1,16194.84,607743.48,0,0.026647492787582026
2436,0,13805.16,140003.88,0,0.09860555293181875
2437,1,4294.44,509988.36,0,0.008420662777479862
2438,1,3973.32,541257.84,0,0.007340900595546109
2439,0,17492.04,240514.32,0,0.07272764465749898
2440,0,10227.72,191479.8,0,0.0534140938104176
2441,1,16547.28,527977.68,0,0.03134087031860892
2442,0,12066.24,265536.96,0,0.045440905853558006
2443,1,17051.88,409517.04,0,0.04163899993025932
2444,1,6843.6,367383.96,0,0.018627922677952515
2445,0,14747.88,207655.68,0,0.07102083603010521
2446,0,13715.28,251304.0,0,0.054576449240760196
2447,1,9112.2,384800.52,0,0.023680321429919066
2448,1,10160.16,499814.64,0,0.0203278559427551
2449,1,25601.52,338854.56,1,0.07555312225988636
2450,1,4254.84,371453.76,0,0.011454561666033479
2451,1,0.0,557411.64,0,0.0
2452,1,12616.8,360873.0,0,0.03496188409772967
2453,1,0.0,496459.92,0,0.0
2454,1,10649.64,366765.24,0,0.02903666661540772
2455,1,8257.32,241183.08,0,0.03423673003927141
2456,1,15088.08,489722.04,0,0.030809477147485543
2457,1,14109.84,497370.96,0,0.028368845659987867
2458,1,0.0,418061.28,0,0.0
2459,1,7302.6,270666.12,0,0.026980103752918913
2460,1,0.0,391301.88,0,0.0
2461,0,25326.72,232141.2,1,0.10910049573276953
2462,1,8362.8,464559.84,0,0.018001556053575354
2463,1,6713.64,734253.72,0,0.009143487894075635
2464,1,8584.68,593680.56,0,0.014460099552527035
2465,0,24322.32,245639.16,0,0.09901645975340413
2466,0,14248.32,291208.8,0,0.04892819173046969
2467,1,9429.48,514651.08,0,0.01832208338122986
2468,1,10151.04,513593.28,0,0.019764744585443174
2469,0,12392.04,166813.44,0,0.07428682005478696
2470,1,10335.24,457332.36,0,0.02259896937973075
2471,1,19222.56,334621.92,0,0.05744560906231129
2472,1,11471.16,130040.64,0,0.08821211584317026
2473,0,10534.56,218611.32,0,0.048188538452629076
2474,1,12525.12,378284.28,0,0.03311033701955577
2475,0,12960.84,134874.36,0,0.09609565524537059
2476,1,7070.64,572666.04,0,0.012346881962827759
2477,0,9234.36,276582.48,0,0.033387364232181305
2478,1,11412.6,399919.08,0,0.028537273090346177
2479,1,14269.92,434686.44,0,0.03282807717673457
2480,1,20512.08,423486.24,0,0.048436237267118765
2481,0,16830.6,199290.72,0,0.08445250235434945
2482,1,3010.56,619946.76,0,0.004856158938551433
2483,1,8177.04,317114.76,0,0.025785743936989878
2484,1,15999.0,470359.92,0,0.03401437775565571
2485,1,10305.12,349804.08,0,0.029459690693144573
2486,0,11913.36,170456.04,0,0.06989109919484227
2487,1,3183.6,387317.52,0,0.00821961268367101
2488,1,9053.76,379106.4,0,0.023881844252695284
2489,0,7008.96,293280.24,0,0.02389850744802991
2490,1,14102.76,572213.52,0,0.024645974810242163
2491,1,16663.92,372258.6,0,0.04476436541694403
2492,1,4921.2,447941.52,0,0.010986255527284007
2493,1,709.56,409946.88,0,0.0017308583980441563
2494,0,23276.52,166043.88,0,0.14018294441204338
2495,1,10633.8,293593.56,0,0.03621945930966605
2496,1,9252.0,491887.44,0,0.018809181222435765
2497,0,3676.92,163130.28,0,0.022539776183796167
2498,1,12265.2,445142.64,0,0.027553415237866228
2499,1,10175.76,299406.36,0,0.03398645239199328
2500,1,19154.76,515922.96,0,0.03712717107996124
2501,0,19622.64,102372.48,0,0.19167885744293778
2502,1,0.0,542614.2,0,0.0
2503,1,15681.6,585594.12,0,0.026778957411662536
2504,1,11195.4,430298.28,0,0.026017766094719223
2505,0,12634.56,161833.8,0,0.07807120638581062
2506,0,15655.56,161962.56,0,0.09666159882876635
2507,0,24625.56,157567.8,0,0.15628548472467094
2508,1,14600.76,628534.2,0,0.02322985765929682
2509,1,6317.64,530898.84,0,0.011899894149326077
2510,1,1841.4,441758.4,0,0.004168341790444732
2511,1,10867.68,567256.2,0,0.019158327401269482
2512,1,12826.44,500280.6,0,0.025638491678470043
2513,1,0.0,360589.2,0,0.0
2514,0,11909.28,170487.24,0,0.06985437737158512
2515,1,11575.2,440118.84,0,0.026300169290639774
2516,1,5923.68,522291.0,0,0.011341723292187689
2517,1,10027.92,530810.04,0,0.018891730081066288
2518,1,5761.08,684817.56,0,0.008412576336389505
2519,1,7651.2,628173.12,0,0.012180081822030207
2520,0,25608.24,214771.8,0,0.11923464812419508
2521,1,17702.52,506918.16,0,0.034921850106928505
2522,1,10648.08,669020.64,0,0.01591592151775766
2523,1,16515.72,518809.68,0,0.031833870177595765
2524,1,15656.4,541951.8,0,0.02888891595156617
2525,1,2706.12,654416.52,0,0.004135164558498615
2526,1,15135.24,479814.36,0,0.031543949622516505
2527,0,366.96,194958.84,0,0.001882243452002484
2528,0,5244.48,195134.52,0,0.026876228767723925
2529,1,11071.68,626466.12,0,0.01767323027780018
2530,1,4953.0,535800.96,0,0.009244104377864498
2531,1,8317.2,653913.0,0,0.012719123186111915
2532,0,10985.52,327399.84,0,0.03355383435740225
2533,0,15869.88,275165.4,0,0.057673966276283274
2534,1,19321.08,485988.0,0,0.03975629027877232
2535,1,13357.56,325327.2,0,0.04105884783073779
2536,1,0.0,573639.12,0,0.0
2537,1,13957.8,533097.96,0,0.026182429960902497
2538,1,11091.6,316771.2,0,0.035014546776979724
2539,0,23798.76,308255.16,1,0.07720474168218304
2540,1,8708.4,592048.8,0,0.014708922642863222
2541,0,12366.0,199952.76,0,0.06184460769633787
2542,0,12467.76,164876.64,0,0.07561871712087291
2543,0,3514.32,182651.28,0,0.019240598806644006
2544,0,5941.32,178582.08,0,0.03326940754637867
2545,1,7908.48,575307.0,0,0.013746538804499163
2546,1,3503.64,582139.2,0,0.006018560509239028
2547,1,5656.32,546879.72,0,0.010342895874800404
2548,1,10269.84,674637.72,0,0.015222747995768752
2549,1,11024.16,577926.24,0,0.019075375431992843
2550,1,15015.84,454581.84,0,0.033032203838147166
2551,1,12802.56,539020.92,1,0.023751508568535706
2552,0,17125.44,150646.68,0,0.1136795049183958
2553,0,15166.56,149025.72,0,0.1017714257646264
2554,0,13537.68,121910.88,0,0.11104570814352255
2555,1,8332.8,438845.16,0,0.018988018461910346
2556,0,9664.8,214830.96,0,0.04498792911412768
2557,1,6234.24,476456.28,0,0.01308460033310926
2558,0,12615.6,195595.32,0,0.0644984757304009
2559,1,5062.8,447885.12,0,0.01130379147224181
2560,0,7468.92,156864.36,0,0.04761387481515878
2561,0,12063.12,256729.44,0,0.04698767698788266
2562,0,6449.88,113060.52,0,0.057048030559208464
2563,0,2280.0,296603.52,0,0.007687029472880159
2564,1,3718.32,673200.6,0,0.005523346235876796
2565,1,11633.4,400941.6,0,0.02901519822338216
2566,0,9307.08,204366.96,0,0.04554102091649257
2567,1,15557.64,584188.44,0,0.02663120139795988
2568,1,12445.92,461884.56,0,0.02694595376818831
2569,1,11743.8,308905.44,0,0.03801745932347452
2570,1,11580.6,575847.84,0,0.020110520862594537
2571,0,9792.48,214737.48,0,0.045602099829056386
2572,0,8594.28,95971.44,0,0.08955039124139431
2573,1,13567.32,527239.8,0,0.025732731102621614
2574,1,4604.4,495734.88,0,0.009288029117499257
2575,1,12097.8,243919.08,0,0.049597596055216346
2576,1,7833.84,493942.32,0,0.015859827519942006
2577,0,14793.48,195350.28,0,0.07572796926628413
2578,1,9638.64,634437.72,0,0.015192413212757905
2579,0,17321.16,272323.92,0,0.06360498923487883
2580,0,15461.4,254603.52,0,0.0607273615070208
2581,1,0.0,518318.76,0,0.0
2582,0,12639.96,122550.0,0,0.10314124847001223
2583,0,8937.48,268117.2,0,0.03333422846426861
2584,1,4952.28,407081.52,0,0.012165327475440298
2585,1,11320.8,423380.76,0,0.02673905162813728
2586,1,14315.64,474053.76,0,0.03019834712417427
2587,0,12858.12,132984.72,0,0.09668870228098386
2588,1,17919.24,492062.64,0,0.03641658305942512
2589,0,13594.08,188436.36,0,0.07214149116444406
2590,0,7169.76,177561.0,0,0.04037913731055806
2591,0,9515.76,208154.04,0,0.045714990686704905
2592,1,16512.96,267810.84,0,0.06165904262874496
2593,1,12720.24,477089.28,0,0.026662179456222533
2594,1,6387.96,370215.36,0,0.01725471358076553
2595,1,0.0,344541.12,0,0.0
2596,0,10729.56,296041.44,0,0.036243439431993034
2597,1,10877.28,447716.16,0,0.024295035497490198
2598,1,0.0,344725.44,0,0.0
2599,1,6077.16,423998.16,0,0.014332986728055613
2600,0,11322.0,169484.4,0,0.06680260838165637
2601,0,0.0,178497.6,0,0.0
2602,1,5309.88,659962.08,0,0.008045734991319503
2603,0,4571.52,241413.96,0,0.018936435987380353
2604,1,11544.0,444878.28,0,0.025948670724046136
2605,1,21469.08,579973.56,1,0.03701734265265472
2606,1,917.76,327404.28,0,0.002803139897865721
2607,1,12805.68,647948.76,0,0.01976341462556391
2608,1,0.0,475109.28,0,0.0
2609,1,3037.56,491683.8,0,0.006177872852430769
2610,1,12683.16,664913.52,0,0.019074901650368004
2611,1,2156.4,452730.48,0,0.004763098786721849
2612,0,11891.28,218366.76,0,0.05445554076087405
2613,1,8325.0,440681.4,0,0.018891198947811275
2614,1,11583.36,452462.88,0,0.025600685740231333
2615,1,3610.56,617084.28,0,0.005850999801842303
2616,1,15180.48,567572.64,0,0.026746320964308637
2617,1,6704.04,484027.32,0,0.013850540502548492
2618,1,14207.76,643197.0,0,0.02208928213284577
2619,0,13990.08,245941.92,0,0.056883673999129546
2620,0,18506.28,207191.04,0,0.08931988564756467
2621,0,7053.24,272033.04,0,0.025927879936937074
2622,1,0.0,372060.48,0,0.0
2623,1,4679.76,327959.76,0,0.014269311576517802
2624,1,7764.96,666271.44,0,0.0116543491643586
2625,1,851.76,480150.36,0,0.0017739443119442835
2626,0,1386.6,152040.36,0,0.009119946835169293
2627,1,1091.16,509420.88,0,0.00214196167224241
2628,1,14765.04,620600.88,0,0.023791522822204186
2629,1,2418.72,335098.2,0,0.0072179438743627975
2630,0,18754.2,124246.8,0,0.15094312288123315
2631,0,7474.8,132238.56,0,0.05652511642595019
2632,0,13705.56,110216.76,0,0.12435096077946767
2633,0,21555.24,253514.16,0,0.08502578317518833
2634,1,11369.04,462069.36,0,0.024604617800236747
2635,1,5033.28,411991.92,0,0.012216938623456498
2636,1,19929.96,645050.4,0,0.030896748533137872
2637,1,4694.88,299667.0,0,0.015666990359298822
2638,1,7361.16,416940.12,0,0.017655197106001694
2639,0,12289.32,224015.16,0,0.054859322913681376
2640,0,0.0,311712.84,0,0.0
